"","track_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","album_name","album_release_date","track_id","album_id"
"157","You Belong With Me (Taylor<U+2019>s Version)",0.632,0.773,-4.856,0.0346,0.0623,0,0.0885,0.474,130.033,4,231124,FALSE,"F#","major","F# major","Fearless (Taylor's Version)",2021-04-09,"1qrpoAMXodY6895hGKoUpA","4hDok0OAJd57SGIT8xuWJH"
"158","Breathe (feat. Colbie Caillat) (Taylor<U+2019>s Version)",0.506,0.626,-6.066,0.0287,0.156,0,0.228,0.321,148.035,4,263377,FALSE,"C#","major","C# major","Fearless (Taylor's Version)",2021-04-09,"7HC7R2D8WjXVcUHJyEGjRs","4hDok0OAJd57SGIT8xuWJH"
"159","Tell Me Why (Taylor<U+2019>s Version)",0.578,0.909,-3.669,0.0628,0.0222,0,0.333,0.541,100.023,4,200575,FALSE,"G","major","G major","Fearless (Taylor's Version)",2021-04-09,"0k0vFacOHNuArLWMiH60p7","4hDok0OAJd57SGIT8xuWJH"
"160","You<U+2019>re Not Sorry (Taylor<U+2019>s Version)",0.506,0.444,-4.99,0.0285,0.0538,0,0.123,0.241,133.873,4,261842,FALSE,"F#","major","F# major","Fearless (Taylor's Version)",2021-04-09,"6iiAfo4wTA2CVC3Uwx9uh8","4hDok0OAJd57SGIT8xuWJH"
"161","The Way I Loved You (Taylor<U+2019>s Version)",0.402,0.732,-4.665,0.0484,0.0033,0,0.108,0.472,161.032,4,243136,FALSE,"F","major","F major","Fearless (Taylor's Version)",2021-04-09,"22bPsP2jCgbLUvh82U0Z3M","4hDok0OAJd57SGIT8xuWJH"
"162","Forever & Always (Taylor<U+2019>s Version)",0.598,0.821,-4.433,0.0447,0.0231,0,0.143,0.673,128.03,4,225328,FALSE,"A#","major","A# major","Fearless (Taylor's Version)",2021-04-09,"1msEuwSBneBKpVCZQcFTsU","4hDok0OAJd57SGIT8xuWJH"
"163","The Best Day (Taylor<U+2019>s Version)",0.642,0.576,-8.524,0.0282,0.488,0,0.159,0.469,125,4,245290,FALSE,"C#","major","C# major","Fearless (Taylor's Version)",2021-04-09,"6ON9UuIq49xXY9GPmHIYRp","4hDok0OAJd57SGIT8xuWJH"
"164","Change (Taylor<U+2019>s Version)",0.499,0.815,-4.063,0.0341,0.000191,0,0.181,0.344,95.999,4,279359,FALSE,"F","major","F major","Fearless (Taylor's Version)",2021-04-09,"3ExweHKZF9B752DPQByRVT","4hDok0OAJd57SGIT8xuWJH"
"165","Jump Then Fall (Taylor<U+2019>s Version)",0.572,0.69,-6.201,0.0358,0.0474,0,0.0897,0.624,160.111,4,237580,FALSE,"D","major","D major","Fearless (Taylor's Version)",2021-04-09,"2m3ObD945KvpE5y9A1eUWm","4hDok0OAJd57SGIT8xuWJH"
"166","Untouchable (Taylor<U+2019>s Version)",0.393,0.531,-6.112,0.0329,0.0181,0,0.169,0.224,200.391,4,312107,FALSE,"F","major","F major","Fearless (Taylor's Version)",2021-04-09,"0tQ9vBYpldCuikPsbgOVKA","4hDok0OAJd57SGIT8xuWJH"
"167","Come In With The Rain (Taylor<U+2019>s Version)",0.476,0.564,-5.677,0.0269,0.0406,0,0.102,0.167,143.929,4,237338,FALSE,"D","major","D major","Fearless (Taylor's Version)",2021-04-09,"1n2wszmJyVkw6FHqyLnQsY","4hDok0OAJd57SGIT8xuWJH"
"168","Superstar (Taylor<U+2019>s Version)",0.454,0.555,-6.69,0.0283,0.157,0,0.343,0.171,171.862,4,263865,FALSE,"D","major","D major","Fearless (Taylor's Version)",2021-04-09,"51A8eKvvZz9uydvIZ7xRSV","4hDok0OAJd57SGIT8xuWJH"
"169","The Other Side Of The Door (Taylor<U+2019>s Version)",0.432,0.873,-4.367,0.0577,0.0279,0,0.167,0.629,163.936,4,238443,FALSE,"E","major","E major","Fearless (Taylor's Version)",2021-04-09,"1cSFlSBdpT4F5vb1frQ231","4hDok0OAJd57SGIT8xuWJH"
"170","Today Was A Fairytale (Taylor<U+2019>s Version)",0.482,0.779,-5.025,0.0409,0.0135,0,0.296,0.328,158.162,4,241822,FALSE,"G","major","G major","Fearless (Taylor's Version)",2021-04-09,"2JoJrsEV15OzbijS47lids","4hDok0OAJd57SGIT8xuWJH"
"171","You All Over Me (feat. Maren Morris) (Taylor<U+2019>s Version) (From The Vault)",0.599,0.494,-7.61,0.0372,0.816,0,0.101,0.44,142.893,4,220839,FALSE,"D","major","D major","Fearless (Taylor's Version)",2021-04-09,"4CHpVfAhuxNJ3ibExe6kxO","4hDok0OAJd57SGIT8xuWJH"
"172","Mr. Perfectly Fine (Taylor<U+2019>s Version) (From The Vault)",0.66,0.817,-6.269,0.0521,0.162,0,0.0667,0.714,135.942,4,277591,FALSE,"B","minor","B minor","Fearless (Taylor's Version)",2021-04-09,"2CYVETnhM9aytqrazYYwrK","4hDok0OAJd57SGIT8xuWJH"
"173","We Were Happy (Taylor<U+2019>s Version) (From The Vault)",0.609,0.373,-8.819,0.0263,0.849,0,0.0779,0.13,106.007,4,244236,FALSE,"C","major","C major","Fearless (Taylor's Version)",2021-04-09,"34V9RiEPe8MNdU32qJsJa1","4hDok0OAJd57SGIT8xuWJH"
"174","That<U+2019>s When (feat. Keith Urban) (Taylor<U+2019>s Version) (From The Vault)",0.588,0.608,-7.062,0.0365,0.225,0,0.092,0.508,90.201,4,189495,FALSE,"F","major","F major","Fearless (Taylor's Version)",2021-04-09,"7eResoqEJJAVTkQYSqvO3P","4hDok0OAJd57SGIT8xuWJH"
"175","Don<U+2019>t You (Taylor<U+2019>s Version) (From The Vault)",0.563,0.473,-11.548,0.0503,0.514,1.2e-05,0.109,0.405,101.934,4,208608,FALSE,"D#","major","D# major","Fearless (Taylor's Version)",2021-04-09,"4uuEGH5SVuzkkSFjo2DEiY","4hDok0OAJd57SGIT8xuWJH"
"176","Bye Bye Baby (Taylor<U+2019>s Version) (From The Vault)",0.624,0.624,-7.86,0.0539,0.334,0,0.0995,0.527,80.132,4,242157,FALSE,"F","major","F major","Fearless (Taylor's Version)",2021-04-09,"4qUijfYU8EoIWiY6oSyrgT","4hDok0OAJd57SGIT8xuWJH"
"177","State Of Grace (Taylor's Version)",0.594,0.713,-5.314,0.0503,0.000328,0,0.114,0.328,129.958,4,295413,FALSE,"A","major","A major","Red (Taylor's Version)",2021-11-12,"6lzc0Al0zfZOIFsFvBS1ki","6kZ42qRrzov54LcAk4onW9"
"178","Red (Taylor's Version)",0.516,0.777,-4.908,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4,223093,FALSE,"C#","minor","C# minor","Red (Taylor's Version)",2021-11-12,"4OAuvHryIVv4kMDNSLuPt6","6kZ42qRrzov54LcAk4onW9"
"179","Treacherous (Taylor's Version)",0.645,0.593,-6.506,0.0288,0.0344,0.000127,0.13,0.299,109.984,4,242720,FALSE,"D","major","D major","Red (Taylor's Version)",2021-11-12,"3S7HNKPakdwNEBFIVTL6dZ","6kZ42qRrzov54LcAk4onW9"
"180","I Knew You Were Trouble (Taylor's Version)",0.584,0.557,-6.371,0.0342,0.0129,0,0.0576,0.767,154.008,4,219760,FALSE,"F#","major","F# major","Red (Taylor's Version)",2021-11-12,"6AtZLIzUINvExIUy4QhdjP","6kZ42qRrzov54LcAk4onW9"
"181","All Too Well (Taylor's Version)",0.44,0.528,-7.809,0.0317,0.0171,0.00203,0.234,0.132,185.972,4,329160,FALSE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"3nsfB1vus2qaloUdcBZvDu","6kZ42qRrzov54LcAk4onW9"
"182","22 (Taylor's Version)",0.642,0.695,-5.62,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,4,230960,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"3yII7UwgLF6K5zW3xad3MP","6kZ42qRrzov54LcAk4onW9"
"183","I Almost Do (Taylor's Version)",0.511,0.559,-6.587,0.0264,0.0167,0,0.113,0.248,145.88,4,244586,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"2r9CbjYgFhtAmcFv1cSquB","6kZ42qRrzov54LcAk4onW9"
"184","We Are Never Ever Getting Back Together (Taylor's Version)",0.567,0.686,-6.139,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,4,193146,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"5YqltLsjdqFtvqE7Nrysvs","6kZ42qRrzov54LcAk4onW9"
"185","Stay Stay Stay (Taylor's Version)",0.693,0.681,-7.039,0.025,0.0848,0,0.0768,0.663,100.02,4,205786,FALSE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"7eQj6r5PIdYKEIZjucBMcq","6kZ42qRrzov54LcAk4onW9"
"186","The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor<U+2019>s Version)",0.502,0.534,-5.954,0.0278,0.0399,0,0.0977,0.155,94.05,4,299080,FALSE,"D","major","D major","Red (Taylor's Version)",2021-11-12,"0y6kdSRCVQhSsHSpWvTUm7","6kZ42qRrzov54LcAk4onW9"
"187","Holy Ground (Taylor's Version)",0.622,0.809,-5.623,0.0638,0.0288,0.00218,0.109,0.511,156.894,4,202960,FALSE,"A","major","A major","Red (Taylor's Version)",2021-11-12,"7J4b3LVCIGO4CMBDFLPoP6","6kZ42qRrzov54LcAk4onW9"
"188","Sad Beautiful Tragic (Taylor's Version)",0.601,0.406,-11.827,0.0275,0.622,9.19e-05,0.133,0.232,130.059,3,284773,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"73qMN9bXy7MSPwwGfH3wQr","6kZ42qRrzov54LcAk4onW9"
"189","The Lucky One (Taylor's Version)",0.686,0.571,-7.138,0.05,0.066,0,0.0608,0.538,117.889,4,240466,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"4e5ayHsOLJNLTGfjau2mEw","6kZ42qRrzov54LcAk4onW9"
"190","Everything Has Changed (feat. Ed Sheeran) (Taylor<U+2019>s Version)",0.498,0.61,-5.098,0.0363,0.271,0,0.223,0.474,79.918,4,245426,FALSE,"F#","major","F# major","Red (Taylor's Version)",2021-11-12,"7qEUFOVcxRI19tbT68JcYK","6kZ42qRrzov54LcAk4onW9"
"191","Starlight (Taylor's Version)",0.628,0.685,-5.864,0.0358,0.00324,0,0.18,0.605,126.014,4,220413,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"7A2cNLRT0YJc1yjxHlKihs","6kZ42qRrzov54LcAk4onW9"
"192","Begin Again (Taylor's Version)",0.519,0.527,-7.673,0.0274,0.075,0,0.132,0.267,78.915,4,238866,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"05GsNucq8Bngd9fnd4fRa0","6kZ42qRrzov54LcAk4onW9"
"193","The Moment I Knew (Taylor's Version)",0.636,0.402,-7.855,0.031,0.0494,0,0.107,0.208,125.952,4,285280,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"0NRHj8hDwwmSPaA41o379r","6kZ42qRrzov54LcAk4onW9"
"194","Come Back...Be Here (Taylor's Version)",0.46,0.632,-6.031,0.0302,0.0158,0,0.0822,0.399,79.846,4,223333,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"4pNApnaUWAL2J4KO2eqokq","6kZ42qRrzov54LcAk4onW9"
"195","Girl At Home (Taylor's Version)",0.691,0.736,-6.974,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,4,220520,FALSE,"F","major","F major","Red (Taylor's Version)",2021-11-12,"0DMVrlMUn01M0IcpDbwgu7","6kZ42qRrzov54LcAk4onW9"
"196","Ronan (Taylor's Version)",0.623,0.279,-10.802,0.031,0.661,0,0.193,0.38,116.04,4,264253,FALSE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"7nWui6jiMM2m9qFmET1Mtj","6kZ42qRrzov54LcAk4onW9"
"197","Better Man (Taylor's Version) (From The Vault)",0.473,0.579,-5.824,0.0384,0.214,0,0.0877,0.255,73.942,4,297013,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"4OmFmE0fzcMG6g0Y8p4eSD","6kZ42qRrzov54LcAk4onW9"
"198","Nothing New (feat. Phoebe Bridgers) (Taylor<U+2019>s Version) (From The Vault)",0.606,0.377,-9.455,0.0275,0.817,0,0.154,0.446,101.96,4,258812,FALSE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"01K4zKU104LyJ8gMb7227B","6kZ42qRrzov54LcAk4onW9"
"199","Babe (Taylor's Version) (From The Vault)",0.584,0.743,-7.075,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,4,224240,FALSE,"E","major","E major","Red (Taylor's Version)",2021-11-12,"0v4z1tuZvn6LGknom9Qx7d","6kZ42qRrzov54LcAk4onW9"
"200","Message In A Bottle (Taylor's Version) (From The Vault)",0.622,0.791,-6.106,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,4,225960,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"3z6XUommYDWPHeFhmhhT6j","6kZ42qRrzov54LcAk4onW9"
"201","I Bet You Think About Me (feat. Chris Stapleton) (Taylor<U+2019>s Version) (From The Vault)",0.391,0.715,-4.516,0.0495,0.167,0,0.183,0.473,149.654,3,285106,TRUE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"4CkgMiMqZ5JzW9iYXSTMTL","6kZ42qRrzov54LcAk4onW9"
"202","Forever Winter (Taylor's Version) (From The Vault)",0.611,0.552,-5.828,0.031,0.256,0,0.134,0.41,116.012,4,263533,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"3oGVx9RBmiYGv5ZCecWLkx","6kZ42qRrzov54LcAk4onW9"
"203","Run (feat. Ed Sheeran) (Taylor<U+2019>s Version) (From The Vault)",0.61,0.488,-6.918,0.0293,0.817,0,0.312,0.443,125.039,4,240226,FALSE,"D#","major","D# major","Red (Taylor's Version)",2021-11-12,"4IQkfUsrwXol38VV3U7t7T","6kZ42qRrzov54LcAk4onW9"
"204","The Very First Night (Taylor's Version) (From The Vault)",0.678,0.733,-5.025,0.0281,0.00115,0,0.104,0.581,121.009,4,200280,FALSE,"G","major","G major","Red (Taylor's Version)",2021-11-12,"6pYNq0ZwpPVazKzsqpf0G8","6kZ42qRrzov54LcAk4onW9"
"205","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",0.631,0.518,-8.771,0.0303,0.274,0,0.088,0.205,93.023,4,613026,TRUE,"C","major","C major","Red (Taylor's Version)",2021-11-12,"5enxwA8aAbwZbf5qCHORXi","6kZ42qRrzov54LcAk4onW9"
"206","Lavender Haze",0.735,0.46,-10.501,0.0804,0.253,0.00167,0.184,0.106,96.962,4,202395,FALSE,"F","minor","F minor","Midnights",2022-10-21,"2KkIiEt1WIHOYItqkD30kR","4894htPwC6zoiuTqUQwn4I"
"207","Maroon",0.65,0.404,-8.403,0.0356,0.0616,0,0.104,0.0379,108.03,4,218270,FALSE,"G","major","G major","Midnights",2022-10-21,"09T4f2HgIJY1Ia6FRjzTk3","4894htPwC6zoiuTqUQwn4I"
"208","Anti-Hero",0.638,0.624,-6.577,0.0441,0.131,3.32e-06,0.15,0.474,96.889,4,200690,FALSE,"C#","minor","C# minor","Midnights",2022-10-21,"5ScZrVCMGSo7HbzTfJJaht","4894htPwC6zoiuTqUQwn4I"
"209","Snow On The Beach (feat. Lana Del Rey)",0.65,0.325,-13.483,0.0399,0.686,0.00144,0.137,0.172,109.947,4,256124,FALSE,"A","major","A major","Midnights",2022-10-21,"3A6QF5UMok0qq7gLKAmT9g","4894htPwC6zoiuTqUQwn4I"
"210","You're On Your Own, Kid",0.693,0.387,-10.304,0.0663,0.392,9.11e-06,0.124,0.364,120.045,4,194206,FALSE,"D","major","D major","Midnights",2022-10-21,"5phOffUF55tovtQaz1alMo","4894htPwC6zoiuTqUQwn4I"
"211","Midnight Rain",0.629,0.385,-11.722,0.0749,0.712,5.19e-05,0.115,0.228,140.002,4,174782,FALSE,"C","major","C major","Midnights",2022-10-21,"5UWacUKRimvuHRIH0XgwAt","4894htPwC6zoiuTqUQwn4I"
"212","Question...?",0.722,0.494,-8.691,0.204,0.216,0,0.226,0.131,108.94,4,210556,FALSE,"G","major","G major","Midnights",2022-10-21,"4sC589n5FFW9jHOSUxnkd6","4894htPwC6zoiuTqUQwn4I"
"213","Vigilante Shit",0.875,0.286,-10.943,0.361,0.163,4.23e-05,0.127,0.155,79.97,4,164801,FALSE,"A","major","A major","Midnights",2022-10-21,"5dvjl2nhzcLM6NXzkpKDiL","4894htPwC6zoiuTqUQwn4I"
"214","Bejeweled",0.693,0.543,-9.153,0.0677,0.0635,5.12e-05,0.0839,0.4,164.027,4,194165,FALSE,"G","major","G major","Midnights",2022-10-21,"5Xv1T61pCSa1tFhcj3XVXe","4894htPwC6zoiuTqUQwn4I"
"215","Labyrinth",0.475,0.309,-15.412,0.0423,0.784,0.465,0.123,0.143,109.967,4,247962,FALSE,"C","major","C major","Midnights",2022-10-21,"4vqFHZjXf66USVlJ16utFN","4894htPwC6zoiuTqUQwn4I"
"216","Karma",0.654,0.638,-7.084,0.075,0.0727,0,0.497,0.0941,90.007,4,204852,FALSE,"G#","major","G# major","Midnights",2022-10-21,"5GjkD2Xujig8TPty57wfsS","4894htPwC6zoiuTqUQwn4I"
"217","Sweet Nothing",0.435,0.163,-14.889,0.0509,0.967,5.79e-05,0.115,0.392,117.747,4,188496,FALSE,"C","major","C major","Midnights",2022-10-21,"3G7anCyYYjbXGtrAqdwUka","4894htPwC6zoiuTqUQwn4I"
"218","Mastermind",0.656,0.341,-14.088,0.157,0.561,0.00111,0.0871,0.143,125.984,4,191039,FALSE,"E","major","E major","Midnights",2022-10-21,"6pXGAXMfoi7q7sek9uCFSL","4894htPwC6zoiuTqUQwn4I"
"219","The Great War",0.57,0.739,-9.013,0.0358,0.213,1.78e-05,0.0937,0.593,96.025,4,240355,FALSE,"F","major","F major","Midnights",2022-10-21,"5BYl3SodS3rGmafWXRWmB7","4894htPwC6zoiuTqUQwn4I"
"220","Bigger Than The Whole Sky",0.395,0.226,-12.511,0.0518,0.829,0.00322,0.115,0.0656,165.523,4,218502,FALSE,"F#","major","F# major","Midnights",2022-10-21,"3jzbpOzoYa22FvzBkNkLvC","4894htPwC6zoiuTqUQwn4I"
"221","Paris",0.696,0.485,-10.573,0.123,0.103,6.69e-05,0.136,0.339,110.962,4,196258,FALSE,"G","major","G major","Midnights",2022-10-21,"6J834IBcZJMH38ksrgAqwF","4894htPwC6zoiuTqUQwn4I"
"222","High Infidelity",0.652,0.536,-10.211,0.0881,0.712,0,0.0854,0.758,87.963,4,231475,FALSE,"A#","major","A# major","Midnights",2022-10-21,"4356PL6jkERzJouVfQQkZo","4894htPwC6zoiuTqUQwn4I"
"223","Glitch",0.571,0.477,-9.737,0.246,0.313,0,0.11,0.331,140.734,4,148781,FALSE,"B","minor","B minor","Midnights",2022-10-21,"6RJBrG3VHz2hPITjv88chh","4894htPwC6zoiuTqUQwn4I"
"224","Would've, Could've, Should've",0.488,0.832,-6.508,0.114,0.424,0.00288,0.139,0.554,157.984,4,260361,FALSE,"C","major","C major","Midnights",2022-10-21,"3pUa0ZxdSeaJXm0EIydD3F","4894htPwC6zoiuTqUQwn4I"
"225","Dear Reader",0.681,0.396,-12.109,0.0487,0.487,0.00138,0.117,0.157,107.954,4,225194,FALSE,"C","major","C major","Midnights",2022-10-21,"7lFNXsbcbds699xCWO3pSe","4894htPwC6zoiuTqUQwn4I"
